"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","513,402","254,791","258,611","98.5","30,826","31,489","31,992","32,663","34,283","77,271","63,603","61,265","32,665","34,240","50,281","22,954","9,870","37.8","113,309","411,995","400,093","379,327","103,160","83,105","400,093","196,570","203,523","96.6","83,105","37,552","45,553","82.4","","513,402","484,707","28,695","484,707","446,254","9,204","6,420","316","401","144","92","11,584","862","1,602","2,244","969","852","1,935","3,120","3,078","427","406","122","2,123","8,167","28,695","5,834","7,512","6,092","605","","513,402","472,642","17,395","16,232","19,651","4,972","13,804","","513,402","30,770","21,613","2,116","425","6,616","482,632","430,536","8,935","5,171","11,362","2,977","750","22,901","1,623","21,278","219,964","","389,102","191,046","198,056"
"    Margin of Error","","±53","±71","±50","±0.1","±4","±1,121","±1,122","±193","±193","±102","±128","±87","±1,210","±1,213","±120","±657","±646","±0.2","±8","±481","±53","±705","±1,060","±73","±53","±53","±3","±0.1","±73","±64","±44","±0.2","","±53","±1,662","±1,666","±1,662","±1,565","±693","±717","±200","±186","±139","±66","±742","±354","±473","±387","±219","±204","±564","±699","±206","±233","±233","±72","±443","±1,121","±1,666","±687","±671","±597","±311","","±53","±1,657","±455","±786","±306","±495","±1,545","","±53","±30","±1,086","±583","±205","±1,009","±53","±978","±687","±592","±743","±203","±417","±1,496","±876","±1,171","±320","","±1,040","±574","±688"
"    Percent","","513,402","49.6%","50.4%","(X)","6.0%","6.1%","6.2%","6.4%","6.7%","15.1%","12.4%","11.9%","6.4%","6.7%","9.8%","4.5%","1.9%","(X)","22.1%","80.2%","77.9%","73.9%","20.1%","16.2%","400,093","49.1%","50.9%","(X)","83,105","45.2%","54.8%","(X)","","513,402","94.4%","5.6%","94.4%","86.9%","1.8%","1.3%","0.1%","0.1%","0.0%","0.0%","2.3%","0.2%","0.3%","0.4%","0.2%","0.2%","0.4%","0.6%","0.6%","0.1%","0.1%","0.0%","0.4%","1.6%","5.6%","1.1%","1.5%","1.2%","0.1%","","513,402","92.1%","3.4%","3.2%","3.8%","1.0%","2.7%","","513,402","6.0%","4.2%","0.4%","0.1%","1.3%","94.0%","83.9%","1.7%","1.0%","2.2%","0.6%","0.1%","4.5%","0.3%","4.1%","(X)","","389,102","49.1%","50.9%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","(X)","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.3","±0.3","±0.3","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.3","±0.1","±0.1","±0.1","±0.1","","(X)","±0.3","±0.1","±0.2","±0.1","±0.1","±0.3","","(X)","±0.1","±0.2","±0.1","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.2","±0.2","(X)","","(X)","±0.1","±0.1"
"Stevens County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","45,233","22,523","22,710","99.2","2,431","2,738","2,720","2,597","2,239","4,226","4,506","5,466","3,636","4,119","6,636","2,881","1,038","47.0","9,660","36,681","35,573","34,336","12,782","10,555","35,573","17,475","18,098","96.6","10,555","5,146","5,409","95.1","","45,233","43,233","2,000","43,233","40,413","197","2,076","17","20","0","37","338","19","20","119","33","56","35","56","90","36","0","43","11","119","2,000","189","1,135","193","0","","45,233","42,393","428","3,343","686","202","364","","45,233","1,723","1,269","20","20","414","43,510","39,049","184","2,013","338","81","35","1,810","92","1,718","21,954","","35,167","17,259","17,908"
"    Margin of Error","","±53","±113","±99","±0.9","±70","±201","±213","±72","±97","±108","±88","±75","±327","±333","±77","±189","±185","±0.4","±80","±168","±105","±138","±215","±68","±105","±77","±61","±0.5","±68","±41","±60","±1.4","","±53","±302","±305","±302","±170","±85","±251","±25","±14","±27","±25","±64","±37","±20","±69","±30","±47","±28","±61","±44","±33","±27","±41","±12","±58","±305","±81","±208","±70","±27","","±53","±302","±42","±76","±96","±63","±134","","±53","±27","±193","±21","±31","±185","±53","±102","±81","±244","±64","±41","±26","±294","±81","±268","±83","","±184","±115","±108"
"    Percent","","45,233","49.8%","50.2%","(X)","5.4%","6.1%","6.0%","5.7%","4.9%","9.3%","10.0%","12.1%","8.0%","9.1%","14.7%","6.4%","2.3%","(X)","21.4%","81.1%","78.6%","75.9%","28.3%","23.3%","35,573","49.1%","50.9%","(X)","10,555","48.8%","51.2%","(X)","","45,233","95.6%","4.4%","95.6%","89.3%","0.4%","4.6%","0.0%","0.0%","0.0%","0.1%","0.7%","0.0%","0.0%","0.3%","0.1%","0.1%","0.1%","0.1%","0.2%","0.1%","0.0%","0.1%","0.0%","0.3%","4.4%","0.4%","2.5%","0.4%","0.0%","","45,233","93.7%","0.9%","7.4%","1.5%","0.4%","0.8%","","45,233","3.8%","2.8%","0.0%","0.0%","0.9%","96.2%","86.3%","0.4%","4.5%","0.7%","0.2%","0.1%","4.0%","0.2%","3.8%","(X)","","35,167","49.1%","50.9%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.2","±0.4","±0.5","±0.2","±0.2","±0.2","±0.2","±0.2","±0.7","±0.7","±0.2","±0.4","±0.4","(X)","±0.2","±0.3","±0.2","±0.3","±0.5","±0.2","(X)","±0.1","±0.1","(X)","(X)","±0.4","±0.4","(X)","","(X)","±0.7","±0.7","±0.7","±0.4","±0.2","±0.6","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.7","±0.2","±0.5","±0.2","±0.1","","(X)","±0.6","±0.1","±0.2","±0.2","±0.1","±0.3","","(X)","±0.1","±0.4","±0.1","±0.1","±0.4","±0.1","±0.2","±0.2","±0.5","±0.1","±0.1","±0.1","±0.6","±0.2","±0.6","(X)","","(X)","±0.2","±0.2"
"Thurston County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","284,698","139,329","145,369","95.8","16,482","17,447","16,853","16,431","16,648","41,533","38,407","34,654","17,958","19,172","30,658","13,247","5,208","39.1","60,983","230,982","223,715","214,485","60,508","49,113","223,715","107,904","115,811","93.2","49,113","21,943","27,170","80.8","","284,698","262,608","22,090","262,608","226,452","8,546","3,310","88","47","16","169","16,360","807","1,772","3,830","795","3,160","2,881","3,115","2,559","430","756","685","688","5,381","22,090","4,437","3,966","5,733","113","","284,698","247,109","15,176","8,747","24,243","4,240","10,192","","284,698","26,375","16,861","2,666","320","6,528","258,323","210,483","8,212","2,919","16,193","2,555","727","17,234","1,232","16,002","118,035","","215,122","104,469","110,653"
"    Margin of Error","","*****","±58","±58","±0.1","*****","±792","±785","±250","±246","±205","±193","±129","±833","±837","±125","±491","±463","±0.2","*****","±358","*****","±460","±676","±67","*****","*****","*****","*****","±67","±67","*****","±0.2","","*****","±1,476","±1,476","±1,476","±1,248","±846","±412","±58","±50","±19","±170","±842","±356","±483","±683","±234","±686","±703","±681","±187","±207","±305","±301","±258","±1,169","±1,476","±811","±394","±678","±124","","*****","±1,526","±830","±458","±331","±361","±1,173","","*****","*****","±1,213","±917","±203","±938","*****","±824","±807","±371","±828","±187","±657","±1,231","±610","±1,263","±170","","±978","±521","±702"
"    Percent","","284,698","48.9%","51.1%","(X)","5.8%","6.1%","5.9%","5.8%","5.8%","14.6%","13.5%","12.2%","6.3%","6.7%","10.8%","4.7%","1.8%","(X)","21.4%","81.1%","78.6%","75.3%","21.3%","17.3%","223,715","48.2%","51.8%","(X)","49,113","44.7%","55.3%","(X)","","284,698","92.2%","7.8%","92.2%","79.5%","3.0%","1.2%","0.0%","0.0%","0.0%","0.1%","5.7%","0.3%","0.6%","1.3%","0.3%","1.1%","1.0%","1.1%","0.9%","0.2%","0.3%","0.2%","0.2%","1.9%","7.8%","1.6%","1.4%","2.0%","0.0%","","284,698","86.8%","5.3%","3.1%","8.5%","1.5%","3.6%","","284,698","9.3%","5.9%","0.9%","0.1%","2.3%","90.7%","73.9%","2.9%","1.0%","5.7%","0.9%","0.3%","6.1%","0.4%","5.6%","(X)","","215,122","48.6%","51.4%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","*****","±0.3","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.3","±0.1","±0.2","±0.2","(X)","*****","±0.1","*****","±0.2","±0.2","±0.1","(X)","*****","*****","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.5","±0.5","±0.5","±0.4","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.1","±0.2","±0.2","±0.1","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.4","±0.5","±0.3","±0.1","±0.2","±0.1","","(X)","±0.5","±0.3","±0.2","±0.1","±0.1","±0.4","","(X)","*****","±0.4","±0.3","±0.1","±0.3","*****","±0.3","±0.3","±0.1","±0.3","±0.1","±0.2","±0.4","±0.2","±0.4","(X)","","(X)","±0.2","±0.2"
"Wahkiakum County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,318","2,099","2,219","94.6","170","277","219","176","120","283","420","454","236","555","859","424","125","55.7","754","3,624","3,564","3,465","1,657","1,408","3,564","1,737","1,827","95.1","1,408","726","682","106.5","","4,318","4,229","89","4,229","3,819","53","38","0","0","0","0","72","0","4","26","21","21","0","0","1","0","1","0","0","246","89","0","72","0","0","","4,318","3,908","53","110","81","10","254","","4,318","326","94","1","72","159","3,992","3,696","53","38","72","1","58","74","8","66","2,223","","3,461","1,650","1,811"
"    Margin of Error","","*****","±104","±104","±9.3","±43","±77","±85","±76","±55","±80","±109","±74","±103","±139","±93","±89","±60","±3.2","±70","±80","±70","±78","±144","±108","±70","±75","±65","±6.6","±108","±76","±58","±12.1","","*****","±64","±64","±64","±178","±20","±37","±13","±13","±13","±13","±48","±13","±6","±33","±30","±33","±13","±13","±4","±13","±4","±13","±13","±164","±64","±13","±53","±13","±13","","*****","±174","±20","±61","±49","±18","±170","","*****","±44","±86","±4","±103","±151","±44","±117","±20","±37","±48","±4","±80","±50","±12","±48","±85","","±104","±117","±64"
"    Percent","","4,318","48.6%","51.4%","(X)","3.9%","6.4%","5.1%","4.1%","2.8%","6.6%","9.7%","10.5%","5.5%","12.9%","19.9%","9.8%","2.9%","(X)","17.5%","83.9%","82.5%","80.2%","38.4%","32.6%","3,564","48.7%","51.3%","(X)","1,408","51.6%","48.4%","(X)","","4,318","97.9%","2.1%","97.9%","88.4%","1.2%","0.9%","0.0%","0.0%","0.0%","0.0%","1.7%","0.0%","0.1%","0.6%","0.5%","0.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","5.7%","2.1%","0.0%","1.7%","0.0%","0.0%","","4,318","90.5%","1.2%","2.5%","1.9%","0.2%","5.9%","","4,318","7.5%","2.2%","0.0%","1.7%","3.7%","92.5%","85.6%","1.2%","0.9%","1.7%","0.0%","1.3%","1.7%","0.2%","1.5%","(X)","","3,461","47.7%","52.3%"
"    Percent Margin of Error","","(X)","±2.4","±2.4","(X)","±1.0","±1.8","±2.0","±1.8","±1.3","±1.9","±2.5","±1.7","±2.4","±3.2","±2.2","±2.1","±1.4","(X)","±1.6","±1.9","±1.6","±1.8","±3.3","±2.5","(X)","±1.7","±1.7","(X)","(X)","±2.9","±2.9","(X)","","(X)","±1.5","±1.5","±1.5","±4.1","±0.5","±0.9","±0.9","±0.9","±0.9","±0.9","±1.1","±0.9","±0.1","±0.8","±0.7","±0.8","±0.9","±0.9","±0.1","±0.9","±0.1","±0.9","±0.9","±3.8","±1.5","±0.9","±1.2","±0.9","±0.9","","(X)","±4.0","±0.5","±1.4","±1.1","±0.4","±3.9","","(X)","±1.0","±2.0","±0.1","±2.4","±3.5","±1.0","±2.7","±0.5","±0.9","±1.1","±0.1","±1.8","±1.2","±0.3","±1.1","(X)","","(X)","±2.3","±2.3"
"Walla Walla County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","60,785","31,126","29,659","104.9","3,281","3,567","3,748","4,782","5,359","7,672","6,868","6,929","3,610","3,949","6,163","2,861","1,996","37.5","12,831","49,315","47,954","43,940","13,336","11,020","47,954","24,454","23,500","104.1","11,020","4,979","6,041","82.4","","60,785","57,115","3,670","57,115","49,683","1,063","391","34","6","0","23","1,143","22","313","365","136","167","13","127","125","44","0","28","53","4,710","3,670","424","1,003","445","99","","60,785","53,117","1,701","1,581","1,740","298","6,191","","60,785","13,115","11,160","296","161","1,498","47,670","43,266","1,026","180","1,119","104","45","1,930","151","1,779","24,871","","44,993","22,997","21,996"
"    Margin of Error","","*****","±178","±178","±1.2","±95","±360","±356","±184","±122","±151","±163","±151","±332","±341","±146","±279","±284","±0.4","*****","±163","*****","±368","±252","±82","*****","±153","±152","±1.3","±82","±69","±82","±1.9","","*****","±575","±575","±575","±734","±158","±142","±33","±11","±30","±30","±134","±22","±141","±186","±130","±91","±16","±72","±65","±46","±30","±27","±39","±672","±575","±150","±245","±141","±59","","*****","±691","±100","±293","±92","±104","±763","","*****","*****","±423","±202","±111","±317","*****","±84","±151","±78","±136","±55","±44","±237","±83","±235","±196","","±330","±271","±251"
"    Percent","","60,785","51.2%","48.8%","(X)","5.4%","5.9%","6.2%","7.9%","8.8%","12.6%","11.3%","11.4%","5.9%","6.5%","10.1%","4.7%","3.3%","(X)","21.1%","81.1%","78.9%","72.3%","21.9%","18.1%","47,954","51.0%","49.0%","(X)","11,020","45.2%","54.8%","(X)","","60,785","94.0%","6.0%","94.0%","81.7%","1.7%","0.6%","0.1%","0.0%","0.0%","0.0%","1.9%","0.0%","0.5%","0.6%","0.2%","0.3%","0.0%","0.2%","0.2%","0.1%","0.0%","0.0%","0.1%","7.7%","6.0%","0.7%","1.7%","0.7%","0.2%","","60,785","87.4%","2.8%","2.6%","2.9%","0.5%","10.2%","","60,785","21.6%","18.4%","0.5%","0.3%","2.5%","78.4%","71.2%","1.7%","0.3%","1.8%","0.2%","0.1%","3.2%","0.2%","2.9%","(X)","","44,993","51.1%","48.9%"
"    Percent Margin of Error","","(X)","±0.3","±0.3","(X)","±0.2","±0.6","±0.6","±0.3","±0.2","±0.2","±0.3","±0.2","±0.5","±0.6","±0.2","±0.5","±0.5","(X)","*****","±0.3","*****","±0.6","±0.4","±0.1","(X)","±0.3","±0.3","(X)","(X)","±0.6","±0.6","(X)","","(X)","±0.9","±0.9","±0.9","±1.2","±0.3","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.2","±0.3","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±1.1","±0.9","±0.2","±0.4","±0.2","±0.1","","(X)","±1.1","±0.2","±0.5","±0.2","±0.2","±1.3","","(X)","*****","±0.7","±0.3","±0.2","±0.5","*****","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.4","±0.1","±0.4","(X)","","(X)","±0.4","±0.4"
"Whatcom County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","224,538","110,853","113,685","97.5","11,757","12,228","12,267","14,948","23,604","30,535","26,914","25,560","13,313","14,473","23,794","10,622","4,523","37.5","43,496","185,729","181,042","168,157","47,036","38,939","181,042","88,614","92,428","95.9","38,939","17,961","20,978","85.6","","224,538","211,111","13,427","211,111","184,236","2,217","5,722","155","54","3","43","9,069","1,601","2,403","1,302","839","664","1,174","1,086","559","222","66","99","172","9,308","13,427","1,884","2,984","4,046","26","","224,538","197,165","4,649","9,394","14,423","1,822","12,003","","224,538","21,734","16,225","1,192","385","3,932","202,804","175,337","2,123","5,185","9,003","518","484","10,154","748","9,406","98,000","","170,359","83,686","86,673"
"    Margin of Error","","*****","±172","±172","±0.3","±62","±699","±698","±247","±264","±131","±111","±120","±781","±787","±172","±533","±509","±0.3","*****","±319","*****","±855","±627","±63","*****","±93","±94","±0.2","±63","±18","±62","±0.3","","*****","±1,177","±1,177","±1,177","±965","±252","±439","±86","±44","±6","±37","±621","±543","±504","±309","±403","±208","±426","±465","±91","±98","±42","±74","±102","±1,248","±1,177","±282","±467","±641","±26","","*****","±1,463","±261","±347","±319","±393","±1,035","","*****","*****","±738","±412","±197","±574","*****","±559","±250","±381","±621","±78","±485","±897","±411","±774","±267","","±1,026","±713","±657"
"    Percent","","224,538","49.4%","50.6%","(X)","5.2%","5.4%","5.5%","6.7%","10.5%","13.6%","12.0%","11.4%","5.9%","6.4%","10.6%","4.7%","2.0%","(X)","19.4%","82.7%","80.6%","74.9%","20.9%","17.3%","181,042","48.9%","51.1%","(X)","38,939","46.1%","53.9%","(X)","","224,538","94.0%","6.0%","94.0%","82.1%","1.0%","2.5%","0.1%","0.0%","0.0%","0.0%","4.0%","0.7%","1.1%","0.6%","0.4%","0.3%","0.5%","0.5%","0.2%","0.1%","0.0%","0.0%","0.1%","4.1%","6.0%","0.8%","1.3%","1.8%","0.0%","","224,538","87.8%","2.1%","4.2%","6.4%","0.8%","5.3%","","224,538","9.7%","7.2%","0.5%","0.2%","1.8%","90.3%","78.1%","0.9%","2.3%","4.0%","0.2%","0.2%","4.5%","0.3%","4.2%","(X)","","170,359","49.1%","50.9%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","±0.1","±0.3","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.4","±0.1","±0.2","±0.2","(X)","*****","±0.1","*****","±0.4","±0.3","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.5","±0.5","±0.5","±0.4","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.3","±0.2","±0.2","±0.1","±0.2","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.6","±0.5","±0.1","±0.2","±0.3","±0.1","","(X)","±0.7","±0.1","±0.2","±0.1","±0.2","±0.5","","(X)","*****","±0.3","±0.2","±0.1","±0.3","*****","±0.2","±0.1","±0.2","±0.3","±0.1","±0.2","±0.4","±0.2","±0.3","(X)","","(X)","±0.3","±0.3"
"Whitman County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","49,577","25,255","24,322","103.8","1,959","2,254","2,004","7,569","10,861","7,102","4,653","3,651","2,184","2,039","3,115","1,609","577","25.2","7,416","42,903","42,161","32,714","6,447","5,301","42,161","21,387","20,774","103.0","5,301","2,498","2,803","89.1","","49,577","46,510","3,067","46,510","40,111","975","200","6","11","0","0","4,182","588","2,303","242","197","194","248","410","58","55","0","3","0","984","3,067","525","534","875","63","","49,577","42,943","1,838","966","5,284","233","1,648","","49,577","3,186","2,119","125","105","837","46,391","38,469","945","130","4,154","58","400","2,235","138","2,097","21,078","","38,686","19,349","19,337"
"    Margin of Error","","*****","±157","±157","±1.3","±144","±237","±239","±545","±513","±234","±173","±186","±184","±190","±119","±143","±126","±0.2","±58","±121","±58","±581","±166","±86","±58","±81","±56","±0.6","±86","±57","±56","±2.4","","*****","±415","±415","±415","±319","±199","±100","±8","±17","±27","±27","±247","±232","±400","±121","±82","±133","±128","±177","±58","±58","±27","±5","±27","±295","±415","±170","±81","±224","±69","","*****","±382","±174","±121","±125","±97","±332","","*****","*****","±221","±77","±105","±212","*****","±230","±197","±82","±245","±58","±222","±337","±105","±324","±338","","±492","±281","±280"
"    Percent","","49,577","50.9%","49.1%","(X)","4.0%","4.5%","4.0%","15.3%","21.9%","14.3%","9.4%","7.4%","4.4%","4.1%","6.3%","3.2%","1.2%","(X)","15.0%","86.5%","85.0%","66.0%","13.0%","10.7%","42,161","50.7%","49.3%","(X)","5,301","47.1%","52.9%","(X)","","49,577","93.8%","6.2%","93.8%","80.9%","2.0%","0.4%","0.0%","0.0%","0.0%","0.0%","8.4%","1.2%","4.6%","0.5%","0.4%","0.4%","0.5%","0.8%","0.1%","0.1%","0.0%","0.0%","0.0%","2.0%","6.2%","1.1%","1.1%","1.8%","0.1%","","49,577","86.6%","3.7%","1.9%","10.7%","0.5%","3.3%","","49,577","6.4%","4.3%","0.3%","0.2%","1.7%","93.6%","77.6%","1.9%","0.3%","8.4%","0.1%","0.8%","4.5%","0.3%","4.2%","(X)","","38,686","50.0%","50.0%"
"    Percent Margin of Error","","(X)","±0.3","±0.3","(X)","±0.3","±0.5","±0.5","±1.1","±1.0","±0.5","±0.3","±0.4","±0.4","±0.4","±0.2","±0.3","±0.3","(X)","±0.1","±0.2","±0.1","±1.2","±0.3","±0.2","(X)","±0.1","±0.1","(X)","(X)","±0.7","±0.7","(X)","","(X)","±0.8","±0.8","±0.8","±0.6","±0.4","±0.2","±0.1","±0.1","±0.1","±0.1","±0.5","±0.5","±0.8","±0.2","±0.2","±0.3","±0.3","±0.4","±0.1","±0.1","±0.1","±0.1","±0.1","±0.6","±0.8","±0.3","±0.2","±0.5","±0.1","","(X)","±0.8","±0.4","±0.2","±0.3","±0.2","±0.7","","(X)","*****","±0.4","±0.2","±0.2","±0.4","*****","±0.5","±0.4","±0.2","±0.5","±0.1","±0.4","±0.7","±0.2","±0.7","(X)","","(X)","±0.3","±0.3"
"Yakima County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
